{Blxwp=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=t,Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Simpl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,R2ar8=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skewr=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Dsopp=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=t,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Reskr=f,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Simpl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Simpl=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Simpl=f,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Wknck=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wknck=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wknck=f,Wtoeg=n} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Wkovl=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,R2ar8=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Katri5=n} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Wkcti=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Reskr=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Dsopp=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=t,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,R2ar8=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Katri5=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skewr=t} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skewr=t} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skewr=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wtoeg=n} => {Class=True}
{Bkxwp=t,Bxqsq=t,Katri5=n,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Wkcti=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkona=f,Bkxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Bkxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxwp=t,Skewr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxwp=t,Wknck=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxwp=t,Wknck=t} => {Class=True}
{Bkspr=t,Bkxwp=t,Dwipd=l,Wknck=t} => {Class=True}
{Bkspr=t,Bkxwp=t,Skewr=t,Wknck=t} => {Class=True}
{Bkspr=t,Bkxwp=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkspr=t,Bkxwp=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Cntxt=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Simpl=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Wknck=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxwp=t,Katri5=n,Wknck=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Wkcti=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Reskr=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Dsopp=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkona=f,Bkxwp=t,Wknck=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Wkna8=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxwp=t,Skrxp=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxwp=t,Wknck=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Cntxt=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Simpl=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,R2ar8=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Rimmx=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxwp=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxbq=t,Bkxwp=t,Dwipd=l,Wknck=t} => {Class=True}
{Bkxbq=t,Bkxwp=t,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=t,Bkxwp=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Cntxt=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxwp=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxwp=t,Wknck=t} => {Class=True}
{Bkxwp=t,Cntxt=f,R2ar8=t,Wknck=t} => {Class=True}
{Bkxwp=t,Cntxt=f,Dwipd=l,Wknck=t} => {Class=True}
{Bkxwp=t,Cntxt=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkxwp=t,Cntxt=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Cntxt=f,Katri5=n,Wknck=t} => {Class=True}
{Bkxwp=t,Cntxt=f,Dsopp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Cntxt=f,Wknck=t} => {Class=True}
{Bkxwp=t,Cntxt=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxwp=t,Cntxt=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dwipd=l,Simpl=f,Wknck=t} => {Class=True}
{Bkxwp=t,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Katri5=n,Simpl=f,Wknck=t} => {Class=True}
{Bkxwp=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxwp=t,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxwp=t,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxwp=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dwipd=l,Wknck=t,Wkovl=t} => {Class=True}
{Bkxwp=t,Dwipd=l,R2ar8=t,Wknck=t} => {Class=True}
{Bkxwp=t,R2ar8=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkxwp=t,R2ar8=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Bkxwp=t,Dwipd=l,Wkcti=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dwipd=l,Reskr=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Dwipd=l,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Dwipd=l,Wknck=t} => {Class=True}
{Bkxwp=t,Dwipd=l,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Dwipd=l,Wknck=t} => {Class=True}
{Bkxwp=t,Reskr=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkona=f,Bkxwp=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxwp=t,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkxwp=t,Katri5=n,Reskr=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkxwp=t,Katri5=n,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxwp=t,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxwp=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxwp=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxwp=t,Reskr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkona=f,Bkxwp=t,Wknck=t} => {Class=True}
{Bkxwp=t,Dsopp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxwp=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxwp=t,Wknck=t} => {Class=True}
{Bkxwp=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxwp=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkspr=f,Bkxwp=t,Cntxt=f,Katri5=n} => {Class=True}
{Bkspr=f,Bkxwp=t,Cntxt=f,Rimmx=f} => {Class=True}
{Bkona=f,Bkspr=f,Bkxwp=t,Cntxt=f} => {Class=True}
{Bxqsq=f,Dwipd=g,Wknck=t,Wtoeg=t} => {Class=True}
{Dwipd=g,Rimmx=f,Wknck=t,Wtoeg=t} => {Class=True}
{Bkspr=t,R2ar8=t,Wknck=t,Wtoeg=t} => {Class=True}
{Bkspr=t,Rimmx=f,Wknck=t,Wtoeg=t} => {Class=True}
{Bkxcr=t,Skrxp=f,Wknck=t,Wtoeg=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wknck=t,Wtoeg=t} => {Class=True}
{R2ar8=t,Rimmx=f,Wknck=t,Wtoeg=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Simpl=f,Wkpos=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,R2ar8=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Wkpos=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Wkna8=f,Wkpos=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Bxqsq=t,Wkpos=f} => {Class=True}
{Bxqsq=t,Cntxt=t,Simpl=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Cntxt=t,Katri5=n,Wkpos=f} => {Class=True}
{Bxqsq=t,Cntxt=t,Wkcti=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Cntxt=t,Reskr=f,Wkpos=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,R2ar8=t,Wkpos=f} => {Class=True}
{Bxqsq=t,R2ar8=t,Simpl=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Katri5=n,Simpl=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Simpl=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Simpl=f,Wkna8=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Wkcti=f,Wkovl=t,Wkpos=f} => {Class=True}
{Bxqsq=t,R2ar8=t,Wkcti=f,Wkpos=f} => {Class=True}
{Bxqsq=t,R2ar8=t,Reskr=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Wkpos=f} => {Class=True}
{Bxqsq=t,Katri5=n,Wkna8=f,Wkpos=f} => {Class=True}
{Bkon8=f,Bxqsq=t,Katri5=n,Wkpos=f} => {Class=True}
{Bxqsq=t,Reskr=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bkona=f,Bxqsq=t,Wkcti=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Wkcti=f,Wkna8=f,Wkpos=f} => {Class=True}
{Bkon8=f,Bxqsq=t,Wkcti=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Wkpos=f} => {Class=True}
{Bkona=f,Bxqsq=t,Reskr=f,Wkpos=f} => {Class=True}
{Bxqsq=t,Reskr=f,Wkna8=f,Wkpos=f} => {Class=True}
{Bkxbq=f,Dwipd=g,Wkovl=t,Wkpos=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Dwipd=g,Wkpos=f} => {Class=True}
{Bkxcr=t,Blxwp=t,Wknck=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Cntxt=t,Wknck=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Simpl=f,Wknck=t,Wkpos=f} => {Class=True}
{Bkxcr=t,R2ar8=t,Wknck=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Katri5=n,Wknck=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Reskr=f,Wknck=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Dsopp=f,Wknck=t,Wkpos=f} => {Class=True}
{Bkona=f,Bkxcr=t,Wknck=t,Wkpos=f} => {Class=True}
{Bkxcr=t,Wkna8=f,Wknck=t,Wkpos=f} => {Class=True}
{Bkon8=f,Bkxcr=t,Wknck=t,Wkpos=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,R2ar8=t,Wkpos=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Katri5=n,Wkpos=f} => {Class=True}
{Cntxt=t,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Bkxbq=t,Rimmx=f,Wknck=t,Wkpos=f} => {Class=True}
{Rimmx=f,Simpl=f,Wknck=t,Wkpos=f} => {Class=True}
{Simpl=f,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Wkcti=f,Wknck=t,Wkovl=t,Wkpos=f} => {Class=True}
{Katri5=n,R2ar8=t,Wknck=t,Wkpos=f} => {Class=True}
{R2ar8=t,Rimmx=f,Wknck=t,Wkpos=f} => {Class=True}
{R2ar8=t,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Katri5=n,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Dsopp=f,Rimmx=f,Wknck=t,Wkpos=f} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t,Wkpos=f} => {Class=True}
{Qxmsq=f,Rimmx=f,Wknck=t,Wkpos=f} => {Class=True}
{Reskd=f,Rimmx=f,Wknck=t,Wkpos=f} => {Class=True}
{Reskr=f,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Dsopp=f,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Bkona=f,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Wkcti=f,Wkna8=f,Wknck=t,Wkpos=f} => {Class=True}
{Bkon8=f,Wkcti=f,Wknck=t,Wkpos=f} => {Class=True}
{Blxwp=t,Katri5=n,Rkxwp=f,Wkpos=f} => {Class=True}
{Bkxbq=f,Katri5=n,Wkcti=f,Wkpos=f} => {Class=True}
{Blxwp=f,Cntxt=f,Wknck=f,Wkpos=f} => {Class=True}
{Bkona=f,Blxwp=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bkon8=f,Blxwp=f,Cntxt=f,Wkpos=f} => {Class=True}
{Cntxt=f,Wknck=f,Wkovl=t,Wkpos=f} => {Class=True}
{Bkspr=f,Cntxt=f,Wknck=f,Wkpos=f} => {Class=True}
{Cntxt=f,R2ar8=t,Wknck=f,Wkpos=f} => {Class=True}
{Cntxt=f,Katri5=n,Wknck=f,Wkpos=f} => {Class=True}
{Cntxt=f,Rkxwp=f,Wknck=f,Wkpos=f} => {Class=True}
{Cntxt=f,Wkcti=f,Wknck=f,Wkpos=f} => {Class=True}
{Cntxt=f,Reskr=f,Wknck=f,Wkpos=f} => {Class=True}
{Bkona=f,Cntxt=f,Wknck=f,Wkpos=f} => {Class=True}
{Bknwy=f,Cntxt=f,Wknck=f,Wkpos=f} => {Class=True}
{Cntxt=f,Mulch=f,Wknck=f,Wkpos=f} => {Class=True}
{Bxqsq=f,Cntxt=f,Wkovl=t,Wkpos=f} => {Class=True}
{Cntxt=f,Rimmx=f,Wkovl=t,Wkpos=f} => {Class=True}
{Cntxt=f,Wkcti=f,Wkovl=t,Wkpos=f} => {Class=True}
{Cntxt=f,Reskr=f,Wkovl=t,Wkpos=f} => {Class=True}
{Cntxt=f,Dsopp=f,Wkovl=t,Wkpos=f} => {Class=True}
{Bknwy=f,Cntxt=f,Wkovl=t,Wkpos=f} => {Class=True}
{Bkon8=f,Cntxt=f,Wkovl=t,Wkpos=f} => {Class=True}
{Bkspr=f,Bxqsq=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bkona=f,Bkspr=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bxqsq=f,Cntxt=f,R2ar8=t,Wkpos=f} => {Class=True}
{Cntxt=f,R2ar8=t,Rimmx=f,Wkpos=f} => {Class=True}
{Cntxt=f,R2ar8=t,Reskr=f,Wkpos=f} => {Class=True}
{Cntxt=f,Dsopp=f,R2ar8=t,Wkpos=f} => {Class=True}
{Bkon8=f,Cntxt=f,R2ar8=t,Wkpos=f} => {Class=True}
{Bxqsq=f,Cntxt=f,Rkxwp=f,Wkpos=f} => {Class=True}
{Bxqsq=f,Cntxt=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bxqsq=f,Cntxt=f,Reskr=f,Wkpos=f} => {Class=True}
{Bkona=f,Bxqsq=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bknwy=f,Bxqsq=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bxqsq=f,Cntxt=f,Mulch=f,Wkpos=f} => {Class=True}
{Bkxwp=f,Cntxt=f,Rkxwp=f,Wkpos=f} => {Class=True}
{Bkxwp=f,Cntxt=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bkxwp=f,Cntxt=f,Reskr=f,Wkpos=f} => {Class=True}
{Bknwy=f,Bkxwp=f,Cntxt=f,Wkpos=f} => {Class=True}
{Cntxt=f,Dsopp=f,Katri5=n,Wkpos=f} => {Class=True}
{Bknwy=f,Cntxt=f,Katri5=n,Wkpos=f} => {Class=True}
{Bkon8=f,Cntxt=f,Katri5=n,Wkpos=f} => {Class=True}
{Cntxt=f,Dsopp=f,Rkxwp=f,Wkpos=f} => {Class=True}
{Bkona=f,Cntxt=f,Rkxwp=f,Wkpos=f} => {Class=True}
{Bkon8=f,Cntxt=f,Rkxwp=f,Wkpos=f} => {Class=True}
{Cntxt=f,Rimmx=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bkblk=f,Cntxt=f,Rimmx=f,Wkpos=f} => {Class=True}
{Bknwy=f,Cntxt=f,Rimmx=f,Wkpos=f} => {Class=True}
{Cntxt=f,Reskr=f,Wkcti=f,Wkpos=f} => {Class=True}
{Cntxt=f,Dsopp=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bkona=f,Cntxt=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bkon8=f,Cntxt=f,Wkcti=f,Wkpos=f} => {Class=True}
{Bkona=f,Cntxt=f,Reskr=f,Wkpos=f} => {Class=True}
{Bknwy=f,Cntxt=f,Reskr=f,Wkpos=f} => {Class=True}
{Bknwy=f,Cntxt=f,Dsopp=f,Wkpos=f} => {Class=True}
{Bknwy=f,Bkona=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bkona=f,Cntxt=f,Mulch=f,Wkpos=f} => {Class=True}
{Bkon8=f,Bkona=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bknwy=f,Bkon8=f,Cntxt=f,Wkpos=f} => {Class=True}
{Bkon8=f,Cntxt=f,Mulch=f,Wkpos=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Dwipd=g} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dwipd=g,Skewr=t} => {Class=True}
{Bxqsq=t,Dwipd=g,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=f,Wkcti=f} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=f,Wkna8=f} => {Class=True}
{Bkspr=t,Bkxcr=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bkxcr=t,Bxqsq=t,Cntxt=t} => {Class=True}
{Bkspr=t,Bkxbq=f,Bkxcr=t,Bxqsq=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkspr=t,Bkxcr=t,Bxqsq=t,Skewr=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Bxqsq=t,Wtoeg=n} => {Class=True}
{Bkspr=t,Blxwp=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bkxbq=f,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bxqsq=t,Simpl=f,Wkovl=f} => {Class=True}
{Bkspr=t,Bxqsq=t,Skewr=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bxqsq=t,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkspr=t,Bxqsq=t,Dsopp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkspr=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkspr=t,Bxqsq=t,Thrsk=f,Wkovl=f} => {Class=True}
{Bkspr=t,Bxqsq=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxbq=f,Blxwp=t,Bxqsq=t} => {Class=True}
{Bkspr=t,Blxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Bkspr=t,Blxwp=t,Bxqsq=t,Skewr=t} => {Class=True}
{Bkspr=t,Blxwp=t,Bxqsq=t,Wtoeg=n} => {Class=True}
{Bkspr=t,Bxqsq=t,Cntxt=t,Reskr=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Cntxt=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bkxcr=t,Bxqsq=t,Wkovl=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Simpl=f,Wkovl=f} => {Class=True}
