{Stlmt=t} => {Class=True}
{Bkon8=t,Bkxwp=t} => {Class=True}
{Bkon8=t,Bxqsq=t} => {Class=True}
{Bkon8=t,Blxwp=t} => {Class=True}
{Bkon8=t,Bkxbq=f} => {Class=True}
{Bxqsq=t,Mulch=t} => {Class=True}
{Bkxcr=t,Mulch=t} => {Class=True}
{Blxwp=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Dwipd=g,Wkna8=t} => {Class=True}
{Bkxcr=t,Wkna8=t} => {Class=True}
{Simpl=t,Wkna8=t} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Bxqsq=t,Katri5=b} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Cntxt=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Simpl=f} => {Class=True}
{Bkxcr=f,Blxwp=t,Bxqsq=t} => {Class=True}
{Bkspr=f,Blxwp=t,Bxqsq=t} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l} => {Class=True}
{Blxwp=t,Bxqsq=t,Skewr=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,Wkcti=f} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Skrxp=f} => {Class=True}
{Blxwp=t,Bxqsq=t,Wkna8=f} => {Class=True}
{Bkxcr=t,Skewr=f,Wknck=t} => {Class=True}
{Bkspr=t,Dwipd=g,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=g,Wknck=t} => {Class=True}
{Dwipd=g,Wknck=t,Wkovl=f} => {Class=True}
{Blxwp=t,Dwipd=g,Wknck=t} => {Class=True}
{Dwipd=g,Rimmx=f,Wknck=t} => {Class=True}
{Bkspr=t,Bkxcr=t,Wknck=t} => {Class=True}
{Bkspr=t,Blxwp=t,Wknck=t} => {Class=True}
{Bkspr=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkspr=t,Rimmx=f,Wknck=t} => {Class=True}
{Bkxcr=t,Wknck=t,Wkovl=f} => {Class=True}
{Bkxcr=t,Blxwp=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Rimmx=f,Wknck=t} => {Class=True}
{Bkxcr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wknck=t} => {Class=True}
{R2ar8=t,Wknck=t,Wkovl=f} => {Class=True}
{Bkxbq=f,R2ar8=t,Wkovl=f} => {Class=True}
{Blxwp=t,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t} => {Class=True}
{Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxcr=f,Blxwp=t,Rkxwp=f} => {Class=True}
{Bkon8=t,Bxqsq=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkon8=t,Bxqsq=t,Wkcti=f,Wkpos=t} => {Class=True}
{Bkon8=t,Bxqsq=t,Skrxp=f,Wkpos=t} => {Class=True}
{Bkon8=t,Bxqsq=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkon8=t,Bxqsq=t,Dsopp=f,Wtoeg=n} => {Class=True}
{Bkon8=t,Bxqsq=t,Wkna8=f,Wtoeg=n} => {Class=True}
{Bkon8=t,Bxqsq=t,Dsopp=f,Wkcti=f} => {Class=True}
{Bkon8=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkon8=t,Bxqsq=t,Dsopp=f,Skrxp=f} => {Class=True}
{Bkon8=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkon8=t,Bkspr=f,Bkxcr=t,Rimmx=f} => {Class=True}
{Bkon8=t,Bkspr=f,Bkxcr=t,Wkcti=f} => {Class=True}
{Bkon8=t,Bkspr=f,Bkxcr=t,Dsopp=f} => {Class=True}
{Bkon8=t,Bkspr=f,Bkxcr=t,Wkna8=f} => {Class=True}
{Bkon8=t,Wknck=t,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkon8=t,Bkxbq=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkon8=t,Bkxbq=f,Skrxp=f,Wkovl=f} => {Class=True}
{Bkon8=t,Dsopp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=t,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkon8=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkon8=t,Cntxt=t,Rimmx=f} => {Class=True}
{Bkon8=t,Bkxbq=f,Dsopp=f,Wkcti=f} => {Class=True}
{Bkon8=t,Bkxbq=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkon8=t,Bkxbq=f,Dsopp=f,Skrxp=f} => {Class=True}
{Mulch=t,Thrsk=f,Wkovl=f,Wkpos=f} => {Class=True}
{Bkspr=f,Mulch=t,Wknck=t,Wkpos=f} => {Class=True}
{Mulch=t,Thrsk=f,Wknck=t,Wkpos=f} => {Class=True}
{Cntxt=t,Mulch=t,Thrsk=f,Wkpos=f} => {Class=True}
{Bkspr=f,Katri5=n,Mulch=t,Wkpos=f} => {Class=True}
{Katri5=n,Mulch=t,Rkxwp=f,Wkpos=f} => {Class=True}
{Katri5=n,Mulch=t,Skrxp=f,Wkpos=f} => {Class=True}
{Katri5=n,Mulch=t,Thrsk=f,Wkpos=f} => {Class=True}
{Mulch=t,Thrsk=f,Wkna8=f,Wkpos=f} => {Class=True}
{Bkxbq=t,Mulch=t,Wknck=t,Wkovl=f} => {Class=True}
{Mulch=t,Skewr=t,Wknck=t,Wkovl=f} => {Class=True}
{Dsopp=f,Mulch=t,Wknck=t,Wkovl=f} => {Class=True}
{Mulch=t,Skrxp=f,Wknck=t,Wkovl=f} => {Class=True}
{Mulch=t,Thrsk=f,Wknck=t,Wkovl=f} => {Class=True}
{Cntxt=t,Mulch=t,Thrsk=f,Wkovl=f} => {Class=True}
{Bkxbq=t,Katri5=n,Mulch=t,Wkovl=f} => {Class=True}
{Bkxbq=t,Mulch=t,Reskr=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=t,Mulch=t,Wkovl=f} => {Class=True}
{Bkxbq=t,Mulch=t,Thrsk=f,Wkovl=f} => {Class=True}
{Mulch=t,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Mulch=t,Rkxwp=f,Simpl=t,Wknck=t} => {Class=True}
{Mulch=t,Simpl=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkspr=f,Cntxt=t,Mulch=t,Wknck=t} => {Class=True}
{Cntxt=t,Mulch=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkxbq=t,Blxwp=f,Mulch=t,Wknck=t} => {Class=True}
{Bkxbq=t,Mulch=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=t,Mulch=t,Rkxwp=f,Wknck=t} => {Class=True}
{Bkxbq=t,Mulch=t,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=t,Mulch=t,Wknck=t} => {Class=True}
{Bkxbq=t,Mulch=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkxbq=t,Mulch=t,Thrsk=f,Wknck=t} => {Class=True}
{Cntxt=f,Dsopp=f,Mulch=t,Wknck=t} => {Class=True}
{Blxwp=f,Bxqsq=f,Mulch=t,Wknck=t} => {Class=True}
{Blxwp=f,Mulch=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkspr=f,Mulch=t,Skewr=t,Wknck=t} => {Class=True}
{Bkspr=f,Mulch=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkspr=f,Dsopp=f,Mulch=t,Wknck=t} => {Class=True}
{Bkspr=f,Mulch=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkspr=f,Mulch=t,Thrsk=f,Wknck=t} => {Class=True}
{Mulch=t,R2ar8=t,Wknck=t,Wtoeg=n} => {Class=True}
{Mulch=t,Rkxwp=f,Skewr=t,Wknck=t} => {Class=True}
{Mulch=t,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Mulch=t,Skewr=t,Thrsk=f,Wknck=t} => {Class=True}
{Bxqsq=f,Mulch=t,Rkxwp=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Wknck=t,Wkpos=t} => {Class=True}
{Katri5=n,Mulch=t,Wknck=t,Wtoeg=n} => {Class=True}
{Mulch=t,Rkxwp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Mulch=t,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Mulch=t,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Mulch=t,Thrsk=f,Wknck=t,Wtoeg=n} => {Class=True}
{Dsopp=f,Katri5=n,Mulch=t,Wknck=t} => {Class=True}
{Katri5=n,Mulch=t,Thrsk=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Wkcti=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Reskr=f,Wknck=t} => {Class=True}
{Mulch=t,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Skrxp=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Mulch=t,Skrxp=f,Wknck=t} => {Class=True}
{Blxwp=f,Katri5=n,Mulch=t,Simpl=t} => {Class=True}
{Blxwp=f,Mulch=t,Reskr=f,Simpl=t} => {Class=True}
{Bkspr=f,Mulch=t,Simpl=t,Wtoeg=n} => {Class=True}
{Bkspr=f,Katri5=n,Mulch=t,Simpl=t} => {Class=True}
{Bkspr=f,Mulch=t,Reskr=f,Simpl=t} => {Class=True}
{Bkspr=f,Mulch=t,Simpl=t,Skrxp=f} => {Class=True}
{Bkspr=f,Mulch=t,Simpl=t,Wkna8=f} => {Class=True}
{Bkspr=f,Mulch=t,Simpl=t,Thrsk=f} => {Class=True}
{Katri5=n,Mulch=t,Simpl=t,Wtoeg=n} => {Class=True}
{Mulch=t,Reskr=f,Simpl=t,Wtoeg=n} => {Class=True}
{Mulch=t,Simpl=t,Skrxp=f,Wtoeg=n} => {Class=True}
{Mulch=t,Simpl=t,Wkna8=f,Wtoeg=n} => {Class=True}
{Katri5=n,Mulch=t,Rkxwp=f,Simpl=t} => {Class=True}
{Katri5=n,Mulch=t,Simpl=t,Skrxp=f} => {Class=True}
{Katri5=n,Mulch=t,Simpl=t,Thrsk=f} => {Class=True}
{Mulch=t,Reskr=f,Rkxwp=f,Simpl=t} => {Class=True}
{Mulch=t,Simpl=t,Thrsk=f,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f,Simpl=t,Thrsk=f} => {Class=True}
{Mulch=t,Simpl=t,Skrxp=f,Wkna8=f} => {Class=True}
{Mulch=t,Simpl=t,Thrsk=f,Wkna8=f} => {Class=True}
{Bkspr=f,Cntxt=t,Katri5=n,Mulch=t} => {Class=True}
{Cntxt=t,Katri5=n,Mulch=t,Rkxwp=f} => {Class=True}
{Cntxt=t,Katri5=n,Mulch=t,Skrxp=f} => {Class=True}
{Cntxt=t,Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Bkxbq=t,Blxwp=f,Mulch=t,Wtoeg=n} => {Class=True}
{Bkspr=f,Bkxbq=t,Katri5=n,Mulch=t} => {Class=True}
{Bkspr=f,Bkxbq=t,Mulch=t,Reskr=f} => {Class=True}
{Bkspr=f,Bkxbq=t,Mulch=t,Thrsk=f} => {Class=True}
{Bkxbq=t,Mulch=t,Skewr=t,Thrsk=f} => {Class=True}
{Bkxbq=t,Katri5=n,Mulch=t,Wtoeg=n} => {Class=True}
{Bkxbq=t,Mulch=t,Rkxwp=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxbq=t,Katri5=n,Mulch=t} => {Class=True}
{Bkona=f,Bkxbq=t,Mulch=t,Reskr=f} => {Class=True}
{Bkona=f,Bkxbq=t,Mulch=t,Thrsk=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Mulch=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Katri5=n,Mulch=t,Rkxwp=f} => {Class=True}
{Bkxbq=f,Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Bkxbq=f,Mulch=t,Rkxwp=f,Wkcti=f} => {Class=True}
{Bkxbq=f,Mulch=t,Reskr=f,Rkxwp=f} => {Class=True}
{Bkxbq=f,Dsopp=f,Mulch=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Mulch=t,Thrsk=f,Wkcti=f} => {Class=True}
{Bkxbq=f,Dsopp=f,Mulch=t,Reskr=f} => {Class=True}
{Bkxbq=f,Mulch=t,Reskr=f,Thrsk=f} => {Class=True}
{Cntxt=f,Mulch=t,Thrsk=f,Wkpos=t} => {Class=True}
{Cntxt=f,Mulch=t,Rkxwp=f,Wtoeg=n} => {Class=True}
{Cntxt=f,Mulch=t,Thrsk=f,Wkna8=f} => {Class=True}
{Blxwp=f,Katri5=n,Mulch=t,Skewr=t} => {Class=True}
{Blxwp=f,Katri5=n,Mulch=t,Wtoeg=n} => {Class=True}
{Blxwp=f,Mulch=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Blxwp=f,Mulch=t,Reskr=f,Wtoeg=n} => {Class=True}
{Bkspr=f,Katri5=n,Mulch=t,Skewr=t} => {Class=True}
{Bkspr=f,Katri5=n,Mulch=t,Wtoeg=n} => {Class=True}
{Bkspr=f,Mulch=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkspr=f,Mulch=t,Reskr=f,Wtoeg=n} => {Class=True}
{Bkspr=f,Dsopp=f,Katri5=n,Mulch=t} => {Class=True}
{Bkspr=f,Katri5=n,Mulch=t,Skrxp=f} => {Class=True}
{Bkspr=f,Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Bkspr=f,Dsopp=f,Mulch=t,Wkcti=f} => {Class=True}
{Bkspr=f,Mulch=t,Thrsk=f,Wkcti=f} => {Class=True}
{Bkspr=f,Dsopp=f,Mulch=t,Reskr=f} => {Class=True}
{Bkspr=f,Mulch=t,Reskr=f,Thrsk=f} => {Class=True}
{Katri5=n,Mulch=t,R2ar8=t,Skewr=t} => {Class=True}
{Katri5=n,Mulch=t,R2ar8=t,Wtoeg=n} => {Class=True}
{Mulch=t,R2ar8=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Mulch=t,R2ar8=t,Reskr=f,Wtoeg=n} => {Class=True}
{Katri5=n,Mulch=t,Rkxwp=f,Skewr=t} => {Class=True}
{Katri5=n,Mulch=t,Skewr=t,Skrxp=f} => {Class=True}
{Katri5=n,Mulch=t,Skewr=t,Thrsk=f} => {Class=True}
{Katri5=n,Mulch=t,Rkxwp=f,Wtoeg=n} => {Class=True}
{Bkona=f,Katri5=n,Mulch=t,Wtoeg=n} => {Class=True}
{Katri5=n,Mulch=t,Skrxp=f,Wtoeg=n} => {Class=True}
{Katri5=n,Mulch=t,Thrsk=f,Wtoeg=n} => {Class=True}
{Mulch=t,Rkxwp=f,Wkcti=f,Wtoeg=n} => {Class=True}
{Mulch=t,Reskr=f,Rkxwp=f,Wtoeg=n} => {Class=True}
{Bkona=f,Mulch=t,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkona=f,Mulch=t,Reskr=f,Wtoeg=n} => {Class=True}
{Bkona=f,Dsopp=f,Katri5=n,Mulch=t} => {Class=True}
{Dsopp=f,Katri5=n,Mulch=t,Skrxp=f} => {Class=True}
{Dsopp=f,Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Bkona=f,Katri5=n,Mulch=t,Skrxp=f} => {Class=True}
{Bkona=f,Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Bkona=f,Dsopp=f,Mulch=t,Wkcti=f} => {Class=True}
{Dsopp=f,Mulch=t,Thrsk=f,Wkcti=f} => {Class=True}
{Bkona=f,Mulch=t,Thrsk=f,Wkcti=f} => {Class=True}
{Bkona=f,Dsopp=f,Mulch=t,Reskr=f} => {Class=True}
{Dsopp=f,Mulch=t,Reskr=f,Thrsk=f} => {Class=True}
{Bkona=f,Mulch=t,Reskr=f,Thrsk=f} => {Class=True}
{Reskr=t,Wkna8=t,Wknck=f,Wkovl=t} => {Class=True}
{Reskr=t,Rkxwp=f,Wkna8=t,Wknck=f} => {Class=True}
{Reskr=t,Wkcti=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkon8=f,Katri5=n,Reskr=t,Wkna8=t} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Bkxwp=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Katri5=n,Wkna8=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Wkna8=t} => {Class=True}
{Bknwy=f,Bkona=f,Blxwp=t,Wkna8=t} => {Class=True}
{Bkona=f,Blxwp=t,Mulch=f,Wkna8=t} => {Class=True}
{Blxwp=f,Simpl=t,Wkna8=t,Wknck=f} => {Class=True}
{Blxwp=f,Dsopp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkon8=f,Blxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Simpl=t,Wkna8=t,Wknck=f,Wkovl=t} => {Class=True}
{Bkspr=f,Simpl=t,Wkna8=t,Wknck=f} => {Class=True}
{Rkxwp=f,Simpl=t,Wkna8=t,Wknck=f} => {Class=True}
{Simpl=t,Wkcti=f,Wkna8=t,Wknck=f} => {Class=True}
{Mulch=f,Simpl=t,Wkna8=t,Wknck=f} => {Class=True}
{Dsopp=f,Simpl=t,Wkna8=t,Wkovl=t} => {Class=True}
{Bkon8=f,Simpl=t,Wkna8=t,Wkovl=t} => {Class=True}
{Bkxcr=f,Mulch=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkspr=f,Bxqsq=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkspr=f,Bkxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkspr=f,Dsopp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkspr=f,Mulch=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkon8=f,Bkspr=f,Simpl=t,Wkna8=t} => {Class=True}
{Dsopp=f,R2ar8=t,Simpl=t,Wkna8=t} => {Class=True}
{Bkon8=f,R2ar8=t,Simpl=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Rkxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Simpl=t,Wkcti=f,Wkna8=t} => {Class=True}
{Bxqsq=f,Mulch=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkxwp=f,Rkxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkxwp=f,Simpl=t,Wkcti=f,Wkna8=t} => {Class=True}
{Bkxwp=f,Dsopp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bknwy=f,Bkxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkxwp=f,Mulch=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkon8=f,Bkxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Dsopp=f,Rkxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkon8=f,Rkxwp=f,Simpl=t,Wkna8=t} => {Class=True}
{Dsopp=f,Simpl=t,Wkcti=f,Wkna8=t} => {Class=True}
{Bkon8=f,Simpl=t,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Dsopp=f,Simpl=t,Wkna8=t} => {Class=True}
{Dsopp=f,Mulch=f,Simpl=t,Wkna8=t} => {Class=True}
{Bknwy=f,Bkon8=f,Simpl=t,Wkna8=t} => {Class=True}
{Bkon8=f,Mulch=f,Simpl=t,Wkna8=t} => {Class=True}
{Simpl=f,Wkcti=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bknwy=f,Simpl=f,Wkna8=t,Wkovl=t} => {Class=True}
{Katri5=n,Simpl=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Katri5=n,Simpl=f,Wkna8=t} => {Class=True}
{Bkona=f,Simpl=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Reskr=f,Simpl=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkona=f,Simpl=f,Wkna8=t} => {Class=True}
{Bkblk=f,Blxwp=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkona=f,Bkxcr=f,Blxwp=f,Wkna8=t} => {Class=True}
{Blxwp=f,Reskr=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Blxwp=f,Reskr=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Blxwp=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t,Wknck=f,Wkovl=t} => {Class=True}
{Bkona=f,Bkspr=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkspr=f,Mulch=f,Wkna8=t,Wknck=f} => {Class=True}
{Katri5=n,Wkcti=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkblk=f,Rkxwp=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkblk=f,Wkcti=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkona=f,Mulch=f,Wkna8=t,Wknck=f} => {Class=True}
{Bkxcr=f,Wkcti=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bknwy=f,Bkxcr=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bxqsq=f,Wkcti=f,Wkna8=t,Wkovl=t} => {Class=True}
{Rimmx=f,Wkcti=f,Wkna8=t,Wkovl=t} => {Class=True}
{Reskr=f,Wkcti=f,Wkna8=t,Wkovl=t} => {Class=True}
{Dsopp=f,Wkcti=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bkon8=f,Wkcti=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bknwy=f,Reskr=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bknwy=f,Dsopp=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bknwy=f,Bkon8=f,Wkna8=t,Wkovl=t} => {Class=True}
{Bkona=f,Bkxcr=f,Rkxwp=f,Wkna8=t} => {Class=True}
{Bkxcr=f,Reskr=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bkona=f,Bkxcr=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkxcr=f,Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkona=f,Bkxcr=f,Wkna8=t} => {Class=True}
{Bkona=f,Bkspr=f,Bxqsq=f,Wkna8=t} => {Class=True}
{Bkspr=f,Bxqsq=f,Mulch=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkspr=f,Wkna8=t} => {Class=True}
{Bxqsq=f,Katri5=n,Wkcti=f,Wkna8=t} => {Class=True}
{Bkblk=f,Bxqsq=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bkona=f,Bxqsq=f,Mulch=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkxwp=f,Rkxwp=f,Wkna8=t} => {Class=True}
{Bkxwp=f,Reskr=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bkona=f,Bkxwp=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkxwp=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkxwp=f,Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkxwp=f,Dsopp=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkona=f,Bkxwp=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkon8=f,Bkxwp=f,Wkna8=t} => {Class=True}
{Katri5=n,Rimmx=f,Wkcti=f,Wkna8=t} => {Class=True}
{Katri5=n,Reskr=f,Wkcti=f,Wkna8=t} => {Class=True}
{Dsopp=f,Katri5=n,Wkcti=f,Wkna8=t} => {Class=True}
{Bkon8=f,Katri5=n,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Katri5=n,Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Dsopp=f,Katri5=n,Wkna8=t} => {Class=True}
{Bknwy=f,Bkon8=f,Katri5=n,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Rkxwp=f,Wkna8=t} => {Class=True}
{Bkblk=f,Rimmx=f,Wkcti=f,Wkna8=t} => {Class=True}
{Dsopp=f,Reskr=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bkona=f,Reskr=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Wkcti=f,Wkna8=t} => {Class=True}
{Bknwy=f,Dsopp=f,Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkona=f,Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Bkon8=f,Bkona=f,Wkna8=t} => {Class=True}
{Bkon8=f,Bkona=f,Mulch=f,Wkna8=t} => {Class=True}
