{Bkon8=f,Bkxcr=t,Blxwp=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Blxwp=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Skrxp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Dsopp=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Blxwp=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Reskr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkona=f,Bkxcr=t,Blxwp=t,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Dsopp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Blxwp=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Blxwp=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Blxwp=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Blxwp=t,Wknck=t} => {Class=True}
{Bkxcr=t,Blxwp=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Blxwp=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Katri5=n,Reskr=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkxbq=f,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Dsopp=f,Katri5=n,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Katri5=n,Wkna8=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Dsopp=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkxbq=f,Bkxcr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Dsopp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=f,Bkxcr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxbq=f,Bkxcr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bkxcr=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bkxcr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Katri5=n,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Dsopp=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,R2ar8=t,Wknck=t,Wkpos=t} => {Class=True}
{Bkxcr=t,Cntxt=f,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Dsopp=f,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,R2ar8=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,R2ar8=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Cntxt=f,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Skrxp=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Thrsk=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Katri5=n,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Dsopp=f,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Cntxt=f,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Dsopp=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Cntxt=f,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Reskr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Dsopp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Dsopp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Cntxt=f,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Cntxt=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Cntxt=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Wkcti=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skrxp=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkxcr=t,Dwipd=l,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=l,Katri5=n,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=l,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=l,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Dwipd=l,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dwipd=l,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=l,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=l,Simpl=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Simpl=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Reskr=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Dsopp=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Simpl=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Simpl=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skrxp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Simpl=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Simpl=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Simpl=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Simpl=f,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,R2ar8=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,R2ar8=t,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxcr=t,R2ar8=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,R2ar8=t,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,R2ar8=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,R2ar8=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Katri5=n,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,R2ar8=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,R2ar8=t,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,R2ar8=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,R2ar8=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,R2ar8=t,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=l,Katri5=n,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Dwipd=l,Katri5=n,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Skewr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Skewr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=f,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=f,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Katri5=n,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkxcr=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxcr=t,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Wkcti=f,Wknck=t,Wkovl=f} => {Class=True}
{Bknwy=f,Blxwp=t,Dsopp=f,Wknck=t,Wkovl=f} => {Class=True}
{Blxwp=t,Dsopp=f,Thrsk=f,Wknck=t,Wkovl=f} => {Class=True}
{Bknwy=f,Blxwp=t,Wkna8=f,Wknck=t,Wkovl=f} => {Class=True}
{Blxwp=t,Thrsk=f,Wkna8=f,Wknck=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rimmx=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Katri5=n,Rimmx=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Blxwp=t,Katri5=n,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rimmx=f,Rkxwp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Dsopp=f,Rkxwp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rkxwp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rimmx=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Reskr=f,Rimmx=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Dsopp=f,Rimmx=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rimmx=f,Rxmsq=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Rimmx=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Qxmsq=f,Rimmx=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Blxwp=t,Reskr=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=t,Blxwp=t,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=t,Blxwp=t,Reskr=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=t,Blxwp=t,Dsopp=f,Wknck=t} => {Class=True}
{Blxwp=t,Cntxt=f,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,Cntxt=f,Dsopp=f,R2ar8=t,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Cntxt=f,Dsopp=f,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Simpl=f,Wknck=t,Wkpos=t} => {Class=True}
{Blxwp=t,R2ar8=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,R2ar8=t,Reskr=f,Wknck=t,Wkpos=t} => {Class=True}
{Blxwp=t,Dsopp=f,R2ar8=t,Wknck=t,Wkpos=t} => {Class=True}
{Blxwp=t,R2ar8=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,R2ar8=t,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Dsopp=f,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Dwipd=l,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Dwipd=l,Rkxwp=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Katri5=n,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Skewr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Dsopp=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Blxwp=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Dsopp=f,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Katri5=n,Rkxwp=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Katri5=n,Reskr=f,Rkxwp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Katri5=n,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Katri5=n,Rkxwp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Blxwp=t,Katri5=n,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Rkxwp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Rkxwp=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Reskr=f,Rkxwp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Reskr=f,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Reskr=f,Rkxwp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkona=f,Blxwp=t,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Dsopp=f,Rkxwp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Blxwp=t,Dsopp=f,Rkxwp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Rkxwp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Rkxwp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Blxwp=t,Rkxwp=f,Wknck=t} => {Class=True}
{Blxwp=t,Rkxwp=f,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Blxwp=t,Rkxwp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bknwy=f,Cntxt=t,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Cntxt=t,Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Cntxt=t,Katri5=n,R2ar8=t,Rkxwp=f,Wknck=t} => {Class=True}
{Bknwy=f,Cntxt=t,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Dsopp=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Cntxt=t,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Cntxt=t,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkona=f,Cntxt=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Cntxt=t,Dsopp=f,Qxmsq=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Cntxt=t,Qxmsq=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Cntxt=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Simpl=f,Wknck=t,Wkpos=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Rimmx=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Dsopp=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bkxbq=f,Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
